record_id,Make,Model,Damage,Defect,Loading,Maneuver,driverVehicle_id,Plate number,Vehicle type,Engine number,Chassis number,Classification,Insurance details,same
4f524f0f-1dc2-4dfb-bba7-1daff40dc161,Rusi,Rusi,Multiple,None,Legal,Going ahead,f75584ea-ee0e-49d6-a1ca-6f592b302f11,AU 30621,Motorcycle,Not indicated in the report,Not indicated in the report,Private,Not indicated in the report,4f524f0f-1dc2-4dfb-bba7-1daff40dc161
4f524f0f-1dc2-4dfb-bba7-1daff40dc161,UNIDENTIFIED,NOT INDICATED IN THE REPORT,Multiple,None,Legal,Overtaking,46f7ddc3-db45-4e8c-914f-965a876743f3,NOT INDICATED IN THE REPORT,Motorcycle,NOT INDICATED IN THE REPORT,NOT INDICATED IN THE REPORT,Private,NOT INDICATED IN THE REPORT,4f524f0f-1dc2-4dfb-bba7-1daff40dc161
4f524f0f-1dc2-4dfb-bba7-1daff40dc161,Honda,Honda TMX 155,Multiple,None,Legal,Cross traffic,4f6b8b7c-bdc5-498c-9a8c-00bfd952bdf5,4322 GW,Tricycle,NOT INDICATED IN THE REPORT,NOT INDICATED IN THE REPORT,,NOT INDICATED IN THE REPORT,4f524f0f-1dc2-4dfb-bba7-1daff40dc161
4f864f87-9765-423e-856f-d0bbeb523dac,MOTOR STAR 110,2016,Multiple,None,Legal,Going ahead,369ca8f8-1213-4c8c-b1fa-b8c4bc5ffd72,FOR REGISTRATION,Motorcycle,,LAMSXKHF8H0005375,Private,,4f864f87-9765-423e-856f-d0bbeb523dac
504bb9f8-1417-4e4e-bfac-7987c8dd6bb0,KLX 150,,,,,Left turn,44494f5e-a48e-4740-a8a3-c16eca221603,1101-373799,Motorcycle,,,Private,,504bb9f8-1417-4e4e-bfac-7987c8dd6bb0
504bb9f8-1417-4e4e-bfac-7987c8dd6bb0,ELF TRUCK,,,,,Going ahead,38a837ee-4b89-4a89-8ac2-0050b47fde37,,Truck (Pick-Up), 4BE-343-758,NKR58GR-7100302,Private,,504bb9f8-1417-4e4e-bfac-7987c8dd6bb0
51801e2a-e264-4c1d-b53a-ddf32ab21aa5,Yamaha,YZF-R3,Multiple,None,Legal,Going ahead,a9c479d3-aa26-41f9-82c2-271a470e2cff,MV File No. 0601-0531798,Motorcycle,,,Private,,51801e2a-e264-4c1d-b53a-ddf32ab21aa5
51dcb577-ecd0-411b-ac34-5862553eeaa0,kawasaki,,Multiple,Tires,Legal,Left turn,3a7e4480-ccb8-45fd-8c15-aeb663216e59,122603,Tricycle,,,Public / For-Hire,,51dcb577-ecd0-411b-ac34-5862553eeaa0
528a7561-467a-496e-9e73-e4db95601967,Honda,Honda XRM,Front,None,Legal,Going ahead,e78ea4f9-f0c8-4f19-bfaa-f4f08dd49f00,11151H,Motorcycle,,,Private,,528a7561-467a-496e-9e73-e4db95601967
528a7561-467a-496e-9e73-e4db95601967,Rusi,Rusi,Front,None,Legal,Going ahead,574d2f14-4181-4d34-95ca-9438f90ce6e7,,Motorcycle,RF150FMGMPO77645 ,RFKXCJL49GA077645,,,528a7561-467a-496e-9e73-e4db95601967
5396e64b-7550-4cd1-b997-3d7a67f0703d,Honda ,TMX ,Front,,,Going ahead,2cd1cd58-53d6-4d36-8f71-13a7e1225f5a,6635 OY,Motorcycle,,,Private,,5396e64b-7550-4cd1-b997-3d7a67f0703d
5396e64b-7550-4cd1-b997-3d7a67f0703d,Motorstar ,,Front,,,Going ahead,51bb0a62-e52a-46f2-9b7f-a0f3844365b5,,Motorcycle,,,Private,,5396e64b-7550-4cd1-b997-3d7a67f0703d
54b22cde-23dd-4fb3-813e-7906be28fd45,HONDA TMX 125 MC,,None,None,,Going ahead,201aeb2e-6596-4e58-a43c-7caa8f3afafd,no plate,Motorcycle,,,Private,,54b22cde-23dd-4fb3-813e-7906be28fd45
5605d62e-2824-4b7b-931a-7bf87d414de0,Isuzu Elf,,None,None,,Going ahead,021750bb-598c-4da8-a9ec-69ea7fbc71ec,CAJ 8348 ,Truck (Unknown),,,Private,,5605d62e-2824-4b7b-931a-7bf87d414de0
5653d8fd-ab4b-473d-af8d-081564c4acf9,TOYOTA VIOS,NONE,None,None,Legal,Going ahead,ee84842b-476d-408f-8853-5a587bd33bdc,NONE,Car,NONE,NONE,Private,NONE,5653d8fd-ab4b-473d-af8d-081564c4acf9
56f18ef3-c460-492a-aa9e-049041e13974,,Hero 110,Front,None,,Going ahead,c9e8abaa-8335-435b-8e63-84822448551b,For Registration,Motorcycle,,,Private,,56f18ef3-c460-492a-aa9e-049041e13974
570150cd-f17e-4749-9ca5-6a6979f5bd04,honda,XRM 125,Multiple,Lights,Legal,Going ahead,b882fa65-97cc-4928-8a7c-94ced47a29ff,4631 MO,Motorcycle,XRM16L045400,XRM160454404,Private,,570150cd-f17e-4749-9ca5-6a6979f5bd04
570150cd-f17e-4749-9ca5-6a6979f5bd04,FUSO,,Rear,Tires,Legal,Parked on road,c8f03db4-ae32-4b84-b63c-5ef67399cba6,ANA 8487,Truck (Rigid),,,Private,,570150cd-f17e-4749-9ca5-6a6979f5bd04
5766e124-7de0-45b3-a742-424ade7380ae,Hino Truck Aluminum Wing Van ,,Front,None,,Cross traffic,0ac15d1f-8b6e-4f8a-95f5-42a9b7bd6aa5,CAI 2124 ,Truck (Unknown),,,Private,,5766e124-7de0-45b3-a742-424ade7380ae
5766e124-7de0-45b3-a742-424ade7380ae,Hino Viking Truck Bus ,,Multiple,None,,Merging,6cffdd42-43f3-4897-90bb-d59802da996d,no,Bus,,,Private,,5766e124-7de0-45b3-a742-424ade7380ae
5766e124-7de0-45b3-a742-424ade7380ae,Toyota Hi-ace Van ,,Multiple,None,,,7f18e452-e86c-4e8f-8dba-ac5e3a79fbbc,no,Van,,,Private,,5766e124-7de0-45b3-a742-424ade7380ae
57b35982-2948-46c1-b45b-04610f8bbfc2,Yamaha,2019,Front,Multiple,Legal,Diverging,807da659-6871-4c3e-80e4-72c48be4236a,YMA123,Motorcycle,,,Private,,57b35982-2948-46c1-b45b-04610f8bbfc2
57b35982-2948-46c1-b45b-04610f8bbfc2,IZUSU,2014,Front,Multiple,Legal,Diverging,06a33a90-ed32-4810-b4d6-36af5ac83021,ABC,Truck (Articulated),,,Private,,57b35982-2948-46c1-b45b-04610f8bbfc2
5816ea40-1068-4b33-bdc9-f84adc76f1cf,,Maroon Isuzu Elf,,,,,811e51d5-2529-4d76-b32c-93946cd8b66f,bearing plate number AAT 1936 ,Car,,,Private,,5816ea40-1068-4b33-bdc9-f84adc76f1cf
58ebe272-e2e7-4fe2-9c4d-c4da794a71f9,Honda,Honda XRM,Rear,,Legal,Overtaking,71ee2469-52b2-4696-87f9-7674c26378c3,JL 3653,Motorcycle,,,Private,,58ebe272-e2e7-4fe2-9c4d-c4da794a71f9
58ebe272-e2e7-4fe2-9c4d-c4da794a71f9,Isuzu,Isuzu Cargo Truck,None,None,,Going ahead,3ea9a505-62a4-4230-adb1-95ae7efc57d2,KVX 969,Truck (Articulated),10PD1-783248,,Private,,58ebe272-e2e7-4fe2-9c4d-c4da794a71f9
58ebe272-e2e7-4fe2-9c4d-c4da794a71f9,NISSAN,NAVARRA,Left,Tires,Legal,Going ahead,04824409-32cd-4c9b-bbab-be84871831ce,KAB5431 ,Truck (Pick-Up),YD25754348T,,Private,,58ebe272-e2e7-4fe2-9c4d-c4da794a71f9
596ce94d-98df-462c-a8a5-2017b77e9541,"rusi motorcycle, ",,Front,None,,Going ahead,642b8e5d-6815-4cce-bcee-c3d19c4f7abc,no,Motorcycle,,,Private,,596ce94d-98df-462c-a8a5-2017b77e9541
5a2aea3c-269e-4b71-aa34-fc6af35ce303,,,,,,,090cd78b-75c2-417c-8ebd-66c83d5180dd,,Motorcycle,,,Private,,5a2aea3c-269e-4b71-aa34-fc6af35ce303
5ae81c72-6155-4ae3-bf86-d19a02bb923e,Kawasaki CT100B,2018,Left,None,Legal,Going ahead,06170ff1-108f-49f2-902f-a228869e3abe,1201-1431198,Motorcycle,DUZWJL15298,MD2A18AYXJWL55724,Private,,5ae81c72-6155-4ae3-bf86-d19a02bb923e
5ae81c72-6155-4ae3-bf86-d19a02bb923e,Isuzu Elf,2000,Left,Lights,Legal,Going ahead,e66741a5-1ef2-4580-8496-b0e789e1a7d3,MBR 354,Truck (Rigid),4BE1-400886,NKR58E-7256638,Private,,5ae81c72-6155-4ae3-bf86-d19a02bb923e
5b489389-4624-45d7-b251-ea6469f6a032,,RUSI150,Multiple,Brakes,Legal,Overtaking,f92cf5c5-32c7-4ec6-8b13-f43148824b83,NO PLATE,Motorcycle,162FMJBJFSO25417,,Private,,5b489389-4624-45d7-b251-ea6469f6a032
5b489389-4624-45d7-b251-ea6469f6a032,,MINI DUMP TRUCK,Multiple,Steering,Legal,Overtaking,f1253fcb-9847-44a3-80d5-2c4ef8551313,MEH 901,Truck (Articulated),4BE1-817067,NKR58E-0515211 ,Private,,5b489389-4624-45d7-b251-ea6469f6a032
5bc2d620-b7dc-4453-8c12-ca559d6af481,RUSI,Rusi Surf,Multiple,None,Legal,Going ahead,254399e2-7636-4827-a2fb-7722923005de,WITHOUT PLATE NO.,Motorcycle,,,Private,,5bc2d620-b7dc-4453-8c12-ca559d6af481
5cf0e46e-3ac3-42c7-a48c-75e8dbb3be1d,,,,,,,3dbb70da-4858-406d-a822-08715c566ba1,,,,,,,5cf0e46e-3ac3-42c7-a48c-75e8dbb3be1d
5cf0e46e-3ac3-42c7-a48c-75e8dbb3be1d,,,,,,,f9031fb3-c1b8-48dc-afad-cedcc1ab06dc,EFG 456,Truck (Unknown),,,Private,,5cf0e46e-3ac3-42c7-a48c-75e8dbb3be1d
5d101494-049d-457a-a739-56c15c3a7099,Isuzu Elf,,None,None,,Going ahead,e808089a-e84f-40df-bbfa-5360ca5f2fa2,CAJ 8348 ,Truck (Unknown),,,Private,,5d101494-049d-457a-a739-56c15c3a7099
5d10860e-cd0e-4896-9607-d793c4b12366,Motorstar ,,,,,,e21d6fce-4261-4207-816e-b8353e9f12fa,,Motorcycle,,,Private,,5d10860e-cd0e-4896-9607-d793c4b12366
5d10860e-cd0e-4896-9607-d793c4b12366,Hino Wing Van,,,,,Parked off road,2d401af3-d41b-42dc-943b-d14c9117eb3e,130106,Truck (Rigid),,,Private,,5d10860e-cd0e-4896-9607-d793c4b12366
5d10860e-cd0e-4896-9607-d793c4b12366,Wing Van Truck,,,,,Overtaking,9b5384f2-a05b-4a95-b0ce-d774670734be,,Truck (Unknown),,,Private,,5d10860e-cd0e-4896-9607-d793c4b12366
5d12147c-bed2-4ade-ad45-ef947433abd0,FUSO Aluminum Wing Van Truck ,,,,,,93d4f0a2-f051-46f8-a25c-7578bda7bac2,101210,Truck (Rigid),6040-270281,FU51OUZ-502205,Private,,5d12147c-bed2-4ade-ad45-ef947433abd0
5d12147c-bed2-4ade-ad45-ef947433abd0,Kawasaki KLX ,,,,,,286f5823-22f7-4653-917d-0a915d57333a,,Motorcycle,,,Private,,5d12147c-bed2-4ade-ad45-ef947433abd0
5d917923-69fc-453c-a020-ef1228a8e7db,TMX,,,,,,c988f7a5-caf3-4a4b-bc7f-21832d38ec19,,Motorcycle,,,Private,,5d917923-69fc-453c-a020-ef1228a8e7db
5d917923-69fc-453c-a020-ef1228a8e7db,EURO,,Front,,,,d3d078ec-ba25-4971-b3b6-a3904b743c49,,,,,Private,,5d917923-69fc-453c-a020-ef1228a8e7db
5da17032-60a9-4fb1-8f93-4baf8ca18cd5,HONDA ,CFT125MSE,,,,,8667c66a-5f94-461e-b4a6-c34f4fe97411,JA 57517,Motorcycle,KPY00E039302,KPY00039343,Private,,5da17032-60a9-4fb1-8f93-4baf8ca18cd5
5da17032-60a9-4fb1-8f93-4baf8ca18cd5,SKYGO,,,,,,4ccc8e06-c2e8-482f-9b9a-c23809346fd9,090105,Motorcycle,,,Private,,5da17032-60a9-4fb1-8f93-4baf8ca18cd5
5df2b198-8409-4d97-8a39-aa4b4e5ed94b,,,,,,,84b3cfdf-9096-404b-8348-893343a0da4a,,Motorcycle,,,Private,,5df2b198-8409-4d97-8a39-aa4b4e5ed94b
5df2b198-8409-4d97-8a39-aa4b4e5ed94b,,,,,,,b96332f6-ae70-4474-b991-2a259fe066b4,,Truck (Articulated),,,Private,,5df2b198-8409-4d97-8a39-aa4b4e5ed94b
5e2dbe68-9691-4d51-b27a-44261a93af09,,,,,,,58fff88d-5571-4f69-a7fd-0f92f010f073,,Motorcycle,,,Private,,5e2dbe68-9691-4d51-b27a-44261a93af09
5e2dbe68-9691-4d51-b27a-44261a93af09,,,,,,,6936d685-01b0-4541-8b60-cb4c080d2757,,Truck (Articulated),,,Private,,5e2dbe68-9691-4d51-b27a-44261a93af09
5e50d7e8-e969-4827-b34a-65d9a647b32a,FORD,2011,Front,None,Legal,Going ahead,4b9a8fe8-bb58-4c6b-a865-af5042f78201,KFZ610,SUV,TSJABK39951,MNBJXXARJJBK39951,Private,,5e50d7e8-e969-4827-b34a-65d9a647b32a
5e50d7e8-e969-4827-b34a-65d9a647b32a,HONDA,2018,Multiple,None,Legal,Going ahead,30b91e3f-7b97-48c6-b58b-2c3cc331511a,NO PLATE NUMBER,Motorcycle,KSW10E115623,KSW10113609,Public / For-Hire,,5e50d7e8-e969-4827-b34a-65d9a647b32a
5e904198-a09c-4ea0-a53a-41895d911e1e,Rusi ,,,,,,82322ed8-185a-4c61-9e8d-c286e6a066c5,,Motorcycle,,,Private,,5e904198-a09c-4ea0-a53a-41895d911e1e
5e904198-a09c-4ea0-a53a-41895d911e1e,Honda XRM,,,,,,d306d37c-6c5e-4ec7-8fb5-b6d7e66a7d02,,Motorcycle,,,Private,,5e904198-a09c-4ea0-a53a-41895d911e1e
5ee6d0c9-749c-40aa-b552-a36ada782fd2,Daewoo Truck Bus ,,Front,None,,Going ahead,dc1158b4-6764-4a7e-b152-d60344dd42f4,ACC 8535,Bus,,,Private,,5ee6d0c9-749c-40aa-b552-a36ada782fd2
5ee6d0c9-749c-40aa-b552-a36ada782fd2,RUSI MP,,Multiple,None,,"""U"" turn",6fe687e4-c66a-46d1-9436-d1c2e457d0f3,no,Motorcycle,,,Private,,5ee6d0c9-749c-40aa-b552-a36ada782fd2
5f035e41-b83e-47e2-a74c-af9da9242b22,MITSUBISHI L200,2019,Right,None,Legal,Going ahead,a737d7b6-a76e-4d38-b6a2-3660fe92ffdd,B5W 303,SUV,4D56UAY3275,MMBYNKJ30KH045195,Private,,5f035e41-b83e-47e2-a74c-af9da9242b22
5f0565cd-27a9-4b9d-ac5d-9f8af5ed2e7e,,BLUE RUSI150  SINGLE MOTORCYCLE ,,,,,613f288b-2b87-443a-847f-a71e1ec8bee4, NO PLATE NUMBER ATTACHED ,Motorcycle,ENGINE NUMBER 162FMJBJFSO2541,,,,5f0565cd-27a9-4b9d-ac5d-9f8af5ed2e7e
5f0565cd-27a9-4b9d-ac5d-9f8af5ed2e7e,,"MINI DUMP TRUCK, COLOR MINT GREEN,",,,,,f4f953ae-30c0-441f-9f84-7d8b739f0ad2," BEARING PLATE NUMBER MEH 901,",Car, ENGINE NO. 4BE1-817067, CHASSIS NO. NKR58E-0515211 REGISTERED ,Private,,5f0565cd-27a9-4b9d-ac5d-9f8af5ed2e7e
5f5f400d-9362-432b-b658-e5c64d0a3edf, TOYOTA,WIGO,,,,Left turn,604a9d10-fea9-490a-a667-5633da4644b8,,Car,TKRA406766,MHKA4DE5FHJ001275,Private,,5f5f400d-9362-432b-b658-e5c64d0a3edf
5f5f400d-9362-432b-b658-e5c64d0a3edf,HONDA WAVE,HONDA WAVE,,,,,4f023ce6-d3c7-43cf-b2e8-1084b9a034a2,,Motorcycle,,,Private,,5f5f400d-9362-432b-b658-e5c64d0a3edf
603b0afe-0e08-4d6b-bfaa-ee30c57cb7e2,Honda,XRM,,,,,c880f3f0-7701-4ea8-b672-68d7f747eb4f,,Motorcycle,,,Private,,603b0afe-0e08-4d6b-bfaa-ee30c57cb7e2
603b0afe-0e08-4d6b-bfaa-ee30c57cb7e2,Honda,XRM,,,,,8c03811c-6899-45f5-a7c7-74d26f816cfc,KA 43148,Motorcycle,,,Private,,603b0afe-0e08-4d6b-bfaa-ee30c57cb7e2
605026a4-5979-4ca6-8e10-297e17e14918,toyota,Fortuner,Front,,,,6e781dbf-2e0e-42b2-af01-eac197b5148b,ABE-6448,SUV,,,Private,,605026a4-5979-4ca6-8e10-297e17e14918
605026a4-5979-4ca6-8e10-297e17e14918,Dump Truck,,,,,,a2a37a8d-a33a-4733-8b36-cfb5b063a763,AOA-6787,Truck (Rigid),,,Public / For-Hire,,605026a4-5979-4ca6-8e10-297e17e14918
6146a92c-f544-4096-a5eb-2e5989f46ccd,CHEVROLET CAPTIVA,NONE,Front,Multiple,Legal,Going ahead,fccbbc8e-a4fc-4822-bc54-4fdf27e619de,NQC 788,SUV, Z20S1325402K,NONE,Private,NONE,6146a92c-f544-4096-a5eb-2e5989f46ccd
6146a92c-f544-4096-a5eb-2e5989f46ccd,SKYGO 110,NONE,Multiple,Multiple,Legal,Going ahead,78b6a54f-8c99-47c0-a6e1-2a4baa95bdb4,NONE,Motorcycle,NONE,NONE,Private,NONE,6146a92c-f544-4096-a5eb-2e5989f46ccd
617dc8f1-ccdc-469c-b290-aac0fbbe8a41,,"Red Racal Motorcycle, ",,,,,3709cd88-aac0-4d20-a89c-993e087b1644,"no plate number attached,",Car,,,Private,,617dc8f1-ccdc-469c-b290-aac0fbbe8a41
617dc8f1-ccdc-469c-b290-aac0fbbe8a41,,"Red Racal Motorcycle,",,,,,724c6c8b-ef88-444e-b615-0665998fae69, bearing license plate number 9683XC,Car,,,Private,,617dc8f1-ccdc-469c-b290-aac0fbbe8a41
61abe3c8-ba13-454a-896b-4331a493ea40,HONDA,XRM,,,,Going ahead,1b915a1b-9474-4128-b5c3-dcddaad1e446,1459 KB,Motorcycle,XRM13E-042880, XRM13042840,Private,,61abe3c8-ba13-454a-896b-4331a493ea40
61abe3c8-ba13-454a-896b-4331a493ea40,YAMAHA,XTZ-125,,,,Going ahead,1cc69795-096f-459e-9e15-e9aa3cbb6757,1001-455166,Motorcycle,E3W8E-044186,PAODE1110J0026034,Private,,61abe3c8-ba13-454a-896b-4331a493ea40
623dfee5-1606-4a05-850d-9b1a76f17f5e,SUSZUKI,,Front,None,Legal,Going ahead,520a8442-7cbc-4bf8-9fa1-693aa9434b73,,Motorcycle,E472490076,BE4DX666834,Private,,623dfee5-1606-4a05-850d-9b1a76f17f5e
623dfee5-1606-4a05-850d-9b1a76f17f5e,SKYGO,,Right,None,Legal,Cross traffic,a875fab9-6f4b-45c8-8ac4-00d099b98c13,JA 38727,Motorcycle,,,Private,,623dfee5-1606-4a05-850d-9b1a76f17f5e
6265c95a-2688-4d6d-a296-b8b9cd851c37,Honda ,XRMFI 125 MC,Multiple,,,,b3121aef-c67c-4852-a160-196366534145,,Motorcycle,KPYSOE0009793,KPYS0009706,Private,,6265c95a-2688-4d6d-a296-b8b9cd851c37
6265c95a-2688-4d6d-a296-b8b9cd851c37,ISUZU TEN WHEELER TRUCK,,,,,,dc953d73-403c-4d7c-b57a-ac29dbaaac7f,GRH 738,Truck (Unknown),8PD1-974255,RMC110-EJRZ0003596,Private,,6265c95a-2688-4d6d-a296-b8b9cd851c37
62fe22d3-947f-4a69-b97a-22b35b793dd9,Black Bajaj 125 with sidecar,,,None,,Left turn,aaa0730f-7bb2-45f1-a352-4b9b646d94ac,without plate no.,Tricycle,,,Private,,62fe22d3-947f-4a69-b97a-22b35b793dd9
62fe22d3-947f-4a69-b97a-22b35b793dd9,Blue RUSI 125,,,None,,Going ahead,2d3bb9fd-c940-4252-a365-fd5e7938f993,without plate no.,Motorcycle,,,Private,,62fe22d3-947f-4a69-b97a-22b35b793dd9
649f4d85-422b-4784-b25a-41148679bbfc,Yamaha,,,,,,e3028c9b-9bf5-485a-bd26-82b6e7a0b91d,,Motorcycle,,,Private,,649f4d85-422b-4784-b25a-41148679bbfc
64e42e33-b571-47f0-88a1-96b88775592d,SUZUKI ,RAIDER 150,,,,,20db66c4-a7bd-49b0-a6c2-4ff8e212d657,,Motorcycle,G427-386675 ,BG41K-428825,Private,,64e42e33-b571-47f0-88a1-96b88775592d
652d1a3f-47cd-4102-8745-3f12024558c2,,,Roof,Multiple,Overloaded,Cross traffic,a687a736-6f0d-4c8c-ab4c-5418171d2cf5,AAA1234567890,Ambulance,,,Private,,652d1a3f-47cd-4102-8745-3f12024558c2
675724ca-8d5f-466a-bcec-f25d164cff3b,"HONDA, ",XRM125,Multiple,None,Legal,Going ahead,b8d38d2f-fb07-437a-92ae-28920e15dd67,temporary plate # 09011082722,Motorcycle,engine # KPY00E188338,Chassis # KPY00188302,Private,,675724ca-8d5f-466a-bcec-f25d164cff3b
675724ca-8d5f-466a-bcec-f25d164cff3b,HONDA,RS125,Left,None,Legal,,6060b8fc-76d6-419e-b112-b24fa64f428f,"2735-GT, ",Motorcycle,"engine # KPG00E032873,", chassis # KPG00032874,Private,,675724ca-8d5f-466a-bcec-f25d164cff3b
67e74828-a079-4917-b81b-d56579a5ff4a,Kia Bongo ,Kia Bongo ,,,,,bdeb7b00-50e7-4202-92f2-d3896481bfd0,,Jeepney,5T292429,KN3HAP53E1K757759,Private,,67e74828-a079-4917-b81b-d56579a5ff4a
67e74828-a079-4917-b81b-d56579a5ff4a,PINOY 155,PINOY 155,,,,Going ahead,2f9d632f-ed77-426f-9668-688372e0bcc9,,Motorcycle,,,Private,,67e74828-a079-4917-b81b-d56579a5ff4a
683ce575-1f28-4725-a351-673566f30c63,Blue RUSI (XR150),,Left,None,Legal,Sudden stop,ad3b81d0-990c-467c-a946-de2144e539cb,MS 45807,Motorcycle,,,Private,,683ce575-1f28-4725-a351-673566f30c63
683ce575-1f28-4725-a351-673566f30c63,Brown Yamaha (RS 110 R),,None,None,,,c550b248-99ac-4e72-a27b-354add8ddcee,,Motorcycle,,,Private,,683ce575-1f28-4725-a351-673566f30c63
686d4c43-f8fa-475c-9243-4bf1b5fed001,Mitsubishi Montero Sport GLX ,Montero Sport GLX,Multiple,None,Legal,Diverging,a864123b-66ab-4c55-b734-d93121a6d36d,ABX 5573,SUV,4D56UCFW2516,MMBGRKG4EF038732,Private,not indicated in the report,686d4c43-f8fa-475c-9243-4bf1b5fed001
6a578225-a467-40be-ac7d-0863233273b5,RUSI motorcycle ,,Front,None,,Going ahead,8d682a11-c119-4b4f-b431-aab8df418cc7,no,Motorcycle,,,Private,,6a578225-a467-40be-ac7d-0863233273b5
6a578225-a467-40be-ac7d-0863233273b5,TOYOTA Hi-Ace ,,None,None,,Going ahead,3a5e21c0-c0a4-4b22-a1ab-1859208d2478,NDO-9791 ,Van,,,Public / For-Hire,,6a578225-a467-40be-ac7d-0863233273b5
6ac4a410-9dc7-48f5-abb8-ef66323387e7,Isuzu Ten-Wheeler Truck ,,,Brakes,,,de1c25c3-dccb-43c0-8666-9fdfc96164ce,,Truck (Rigid),,,Private,,6ac4a410-9dc7-48f5-abb8-ef66323387e7
6ac4a410-9dc7-48f5-abb8-ef66323387e7,Honda ,XRM125,,,,,935db4c7-bd2d-4666-b4d2-ce8186b679d1,,Motorcycle,,,Private,,6ac4a410-9dc7-48f5-abb8-ef66323387e7
6b335f2d-e6bd-41ad-8aca-67a88f2eaed8,Skygo ,,None,,,Going ahead,0d72e4f6-62da-4426-87ea-dd8570798aeb,no,Motorcycle,,,Private,,6b335f2d-e6bd-41ad-8aca-67a88f2eaed8
6b8c57b8-7529-4b02-8438-22a70aaad713,,HONDA MC CLOSECAB ,Right,Brakes,Legal,Left turn,b2a91a1d-fbcf-4d1f-b412-8b321d1068d6,MV FILE NO 1101-642978 REGISTERED ,Motorcycle,,,Private,,6b8c57b8-7529-4b02-8438-22a70aaad713
6b8c57b8-7529-4b02-8438-22a70aaad713,,HONDA MC,,,,,a02163db-efc3-4c62-a60f-33653c114d3b,BEARING PLATE NO 7994 ,,,,Private,,6b8c57b8-7529-4b02-8438-22a70aaad713
6c374e9d-de36-4432-9e38-497adabd2abc,,"RUSI Motorized Tricycle, Model 2013, ",,,,,6cb02a3a-9a0a-41e8-afa8-f1da20690ea7,"bearing plate number BJ0669, ",Motorcycle,,chassis number RFCPCJXJ8DB029328  ,Private,,6c374e9d-de36-4432-9e38-497adabd2abc
6c374e9d-de36-4432-9e38-497adabd2abc,,"FUSO Fighter Truck,  Model 1989",None,,,Overtaking,cc36b8f6-83ac-4bff-9498-30e0e3baeaa5,"bearing plate number NXQ-669,  ",Car,"engine number 6D14591777, ",chassis number FK335K530101,Private,,6c374e9d-de36-4432-9e38-497adabd2abc
6c4fee63-7867-4d4c-a815-40752739974a,None,None,Rear,Lights,Legal,Overtaking,e90f010d-1af5-4ce9-899c-ec92b00ac491,None,Car,None,None,Private,None,6c4fee63-7867-4d4c-a815-40752739974a
6c4fee63-7867-4d4c-a815-40752739974a,None,None,Right,Lights,Legal,Sudden stop,5fda59af-1b92-48d2-b79e-7fda0e45c18b,None,Van,None,None,Private,None,6c4fee63-7867-4d4c-a815-40752739974a
6c9a68a7-dcdf-4af6-8c26-b4a844c19aa8,MITSUBISHI,Mitsubishi Dump truck Fuso,None,None,Legal,Going ahead,67de5419-5f6f-4478-b4df-ce03290b9cba,ABB6483,Truck (Pick-Up),8DC11-417239,FV419J-550503 ,Public / For-Hire,,6c9a68a7-dcdf-4af6-8c26-b4a844c19aa8
6d1040a5-60e1-4a75-94ae-2ee9d658a048,Honda,XRM 125,Front,None,Other (see description),Going ahead,74fcd176-ede5-4176-8c2e-917e83445e52, XY 5093,Motorcycle,,,Private,,6d1040a5-60e1-4a75-94ae-2ee9d658a048
6d1040a5-60e1-4a75-94ae-2ee9d658a048,Suzuki,Raider 150,Front,None,Other (see description),Merging,c3e61cb8-6caa-4089-b58e-cb7d550950cd,for registration plate attached,Motorcycle,,,Private,,6d1040a5-60e1-4a75-94ae-2ee9d658a048
6d901002-89a6-426b-9cc0-95c0cc3982ea,rusi,,Multiple,,,,cd6bbdcd-6954-4eab-8ea0-1f32dd687d1f,,Motorcycle,,,Private,,6d901002-89a6-426b-9cc0-95c0cc3982ea
6d901002-89a6-426b-9cc0-95c0cc3982ea,rusi,,Multiple,,,,b19d987e-ab19-4ae7-8f4c-e2372608228e,,Motorcycle,,,Private,,6d901002-89a6-426b-9cc0-95c0cc3982ea
6da36778-b2aa-4d13-afa8-a1a5fae0b14d,,,,,,,3880db3f-cf13-4bb8-bc2f-fe5d52498098,,Motorcycle,,,Private,,6da36778-b2aa-4d13-afa8-a1a5fae0b14d
6da36778-b2aa-4d13-afa8-a1a5fae0b14d,,,,,,,5c729006-4dbf-4c8d-8d52-a541da5deeff,,Truck (Articulated),,,Private,,6da36778-b2aa-4d13-afa8-a1a5fae0b14d
6e56679b-5fd1-455b-8545-55c5f7b4fb9f, KING LONG AIRCON BUS ,NONE,Left,Multiple,Legal,Going ahead,83261b17-f36f-4ad6-b43b-49ecadd6bf0e, 151001 ,Bus,NONE,NONE,Public / For-Hire,NONE,6e56679b-5fd1-455b-8545-55c5f7b4fb9f
6e5e07f5-5005-4f08-9cbb-11f7dffc1527,Yamaha STX,,Front,,Legal,,074ab11d-f5b5-4a68-aac5-fa9faccdf80a,15506,Motorcycle,,,Private,,6e5e07f5-5005-4f08-9cbb-11f7dffc1527
6e5e07f5-5005-4f08-9cbb-11f7dffc1527,Yamaha Mio,,Front,,Legal,,6da71106-ebf5-42c7-accb-fe363e56c7a6,,Motorcycle,,,Private,,6e5e07f5-5005-4f08-9cbb-11f7dffc1527
